contact_id,age,job,marital,education,balance,housing,loan,contact,day,month,call_duration_seconds,campaign_contacts,days_since_previous_contact,previous_contacts,previous_outcome,customer_segment,converted,converted_flag
BM13531,32,housemaid,married,secondary,216,no,yes,cellular,9,jul,71,6,-1,0,unknown,housemaid / secondary,no,0
BM13532,34,entrepreneur,married,tertiary,475,yes,yes,cellular,9,jul,1156,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13533,44,blue-collar,single,primary,142,yes,no,cellular,9,jul,668,1,-1,0,unknown,blue-collar / primary,no,0
BM13534,31,management,single,tertiary,933,yes,no,cellular,9,jul,134,1,-1,0,unknown,management / tertiary,no,0
BM13535,35,self-employed,married,secondary,734,no,yes,cellular,9,jul,128,2,-1,0,unknown,self-employed / secondary,no,0
BM13536,28,technician,single,secondary,441,no,yes,cellular,9,jul,171,2,-1,0,unknown,technician / secondary,no,0
BM13537,41,housemaid,single,secondary,231,no,no,cellular,9,jul,76,2,-1,0,unknown,housemaid / secondary,no,0
BM13538,45,admin.,married,secondary,335,no,no,cellular,9,jul,89,3,-1,0,unknown,admin. / secondary,no,0
BM13539,35,blue-collar,married,secondary,0,yes,no,cellular,9,jul,277,1,-1,0,unknown,blue-collar / secondary,no,0
BM13540,46,technician,married,secondary,4,no,yes,cellular,9,jul,78,1,-1,0,unknown,technician / secondary,no,0
BM13541,28,admin.,single,secondary,404,no,yes,cellular,9,jul,188,1,-1,0,unknown,admin. / secondary,no,0
BM13542,39,services,divorced,secondary,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,services / secondary,yes,1
BM13543,52,management,married,tertiary,0,yes,no,cellular,9,jul,197,1,-1,0,unknown,management / tertiary,no,0
BM13544,33,services,married,secondary,-384,yes,no,cellular,9,jul,125,1,-1,0,unknown,services / secondary,no,0
BM13545,54,blue-collar,divorced,primary,-182,no,no,cellular,9,jul,98,1,-1,0,unknown,blue-collar / primary,no,0
BM13546,38,management,married,tertiary,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,management / tertiary,yes,1
BM13547,39,blue-collar,married,secondary,750,yes,yes,cellular,9,jul,175,1,-1,0,unknown,blue-collar / secondary,no,0
BM13548,39,technician,single,secondary,4380,no,no,telephone,9,jul,87,8,-1,0,unknown,technician / secondary,no,0
BM13549,49,technician,single,secondary,-120,yes,yes,cellular,9,jul,100,5,-1,0,unknown,technician / secondary,no,0
BM13550,42,blue-collar,married,secondary,704,yes,no,telephone,9,jul,31,1,-1,0,unknown,blue-collar / secondary,no,0
BM13551,39,services,divorced,secondary,-388,yes,no,cellular,9,jul,205,2,-1,0,unknown,services / secondary,no,0
BM13552,50,management,married,secondary,1457,no,yes,cellular,9,jul,167,1,-1,0,unknown,management / secondary,no,0
BM13553,57,admin.,married,primary,389,no,no,cellular,9,jul,108,2,-1,0,unknown,admin. / primary,no,0
BM13554,45,admin.,married,secondary,1097,yes,yes,cellular,9,jul,180,1,-1,0,unknown,admin. / secondary,no,0
BM13555,42,blue-collar,married,secondary,-422,no,no,cellular,9,jul,31,1,-1,0,unknown,blue-collar / secondary,no,0
BM13556,56,blue-collar,married,primary,-160,no,no,cellular,9,jul,96,2,-1,0,unknown,blue-collar / primary,no,0
BM13557,59,blue-collar,married,primary,625,no,no,cellular,9,jul,133,1,-1,0,unknown,blue-collar / primary,no,0
BM13558,40,services,married,secondary,105,yes,no,cellular,9,jul,161,1,-1,0,unknown,services / secondary,no,0
BM13559,46,management,married,tertiary,375,no,no,cellular,9,jul,130,1,-1,0,unknown,management / tertiary,no,0
BM13560,56,retired,married,primary,122,no,yes,cellular,9,jul,145,1,-1,0,unknown,retired / primary,no,0
BM13561,37,self-employed,married,tertiary,1146,no,yes,cellular,9,jul,80,1,-1,0,unknown,self-employed / tertiary,no,0
BM13562,39,blue-collar,married,primary,3324,no,no,cellular,9,jul,108,1,-1,0,unknown,blue-collar / primary,no,0
BM13563,40,services,married,secondary,22,yes,yes,telephone,9,jul,145,2,-1,0,unknown,services / secondary,no,0
BM13564,48,admin.,married,secondary,113,yes,yes,cellular,9,jul,532,1,-1,0,unknown,admin. / secondary,no,0
BM13565,32,blue-collar,married,primary,187,no,no,cellular,9,jul,91,1,-1,0,unknown,blue-collar / primary,no,0
BM13566,42,blue-collar,married,secondary,380,yes,no,cellular,9,jul,124,2,-1,0,unknown,blue-collar / secondary,no,0
BM13567,33,entrepreneur,married,tertiary,127,no,yes,cellular,9,jul,279,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13568,35,blue-collar,single,secondary,113,no,no,cellular,9,jul,143,1,-1,0,unknown,blue-collar / secondary,no,0
BM13569,30,unemployed,married,secondary,1210,no,no,cellular,9,jul,100,4,-1,0,unknown,unemployed / secondary,no,0
BM13570,39,blue-collar,married,secondary,1751,no,no,cellular,9,jul,178,2,-1,0,unknown,blue-collar / secondary,no,0
BM13571,52,admin.,married,secondary,32,no,yes,cellular,9,jul,103,1,-1,0,unknown,admin. / secondary,no,0
BM13572,25,technician,single,secondary,959,no,no,cellular,9,jul,144,5,-1,0,unknown,technician / secondary,no,0
BM13573,39,management,married,tertiary,1070,yes,yes,cellular,9,jul,71,1,-1,0,unknown,management / tertiary,no,0
BM13574,37,self-employed,married,tertiary,865,yes,yes,cellular,9,jul,332,1,-1,0,unknown,self-employed / tertiary,no,0
BM13575,48,blue-collar,married,secondary,425,yes,no,telephone,9,jul,693,2,-1,0,unknown,blue-collar / secondary,no,0
BM13576,43,management,single,tertiary,3872,yes,no,cellular,9,jul,225,2,-1,0,unknown,management / tertiary,no,0
BM13577,47,services,married,secondary,0,yes,no,cellular,9,jul,289,1,-1,0,unknown,services / secondary,no,0
BM13578,44,housemaid,married,primary,0,yes,no,telephone,9,jul,224,1,-1,0,unknown,housemaid / primary,no,0
BM13579,32,technician,married,secondary,68,yes,no,cellular,9,jul,224,1,-1,0,unknown,technician / secondary,no,0
BM13580,33,management,single,tertiary,383,yes,no,cellular,9,jul,125,1,-1,0,unknown,management / tertiary,no,0
BM13581,44,admin.,divorced,secondary,145,no,yes,telephone,9,jul,672,6,-1,0,unknown,admin. / secondary,no,0
BM13582,31,services,married,secondary,418,yes,yes,cellular,9,jul,219,1,-1,0,unknown,services / secondary,no,0
BM13583,45,admin.,divorced,secondary,-288,no,yes,cellular,9,jul,192,2,-1,0,unknown,admin. / secondary,no,0
BM13584,33,admin.,married,secondary,0,yes,yes,cellular,9,jul,160,1,-1,0,unknown,admin. / secondary,no,0
BM13585,25,services,single,secondary,281,no,yes,cellular,9,jul,173,1,-1,0,unknown,services / secondary,no,0
BM13586,52,management,married,tertiary,-1112,yes,no,cellular,9,jul,94,1,-1,0,unknown,management / tertiary,no,0
BM13587,51,blue-collar,married,primary,804,yes,no,cellular,9,jul,176,1,-1,0,unknown,blue-collar / primary,no,0
BM13588,44,admin.,married,secondary,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,admin. / secondary,no,0
BM13589,35,self-employed,married,secondary,670,no,no,cellular,9,jul,378,1,-1,0,unknown,self-employed / secondary,no,0
BM13590,59,self-employed,married,tertiary,3800,no,yes,cellular,9,jul,70,1,-1,0,unknown,self-employed / tertiary,no,0
BM13591,48,services,married,secondary,124,no,yes,cellular,9,jul,294,1,-1,0,unknown,services / secondary,no,0
BM13592,51,services,married,secondary,260,no,no,telephone,9,jul,183,2,-1,0,unknown,services / secondary,no,0
BM13593,29,blue-collar,single,secondary,1958,yes,no,cellular,9,jul,643,1,-1,0,unknown,blue-collar / secondary,no,0
BM13594,54,self-employed,married,tertiary,231,no,no,cellular,9,jul,203,3,-1,0,unknown,self-employed / tertiary,no,0
BM13595,48,technician,single,secondary,469,no,yes,cellular,9,jul,313,1,-1,0,unknown,technician / secondary,no,0
BM13596,30,blue-collar,single,secondary,214,yes,no,cellular,9,jul,364,1,-1,0,unknown,blue-collar / secondary,no,0
BM13597,30,admin.,married,secondary,350,no,yes,cellular,9,jul,171,5,-1,0,unknown,admin. / secondary,no,0
BM13598,34,blue-collar,married,secondary,1,yes,no,cellular,9,jul,290,2,-1,0,unknown,blue-collar / secondary,no,0
BM13599,56,technician,married,secondary,778,no,no,cellular,9,jul,659,1,-1,0,unknown,technician / secondary,no,0
BM13600,56,retired,married,secondary,343,no,yes,cellular,9,jul,77,1,-1,0,unknown,retired / secondary,no,0
BM13601,40,blue-collar,married,secondary,252,yes,yes,cellular,9,jul,140,3,-1,0,unknown,blue-collar / secondary,no,0
BM13602,49,management,married,tertiary,0,no,no,cellular,9,jul,87,1,-1,0,unknown,management / tertiary,no,0
BM13603,39,blue-collar,married,primary,-176,no,no,cellular,9,jul,176,1,-1,0,unknown,blue-collar / primary,no,0
BM13604,38,blue-collar,married,primary,-257,yes,yes,cellular,9,jul,458,1,-1,0,unknown,blue-collar / primary,no,0
BM13605,51,management,married,secondary,3180,yes,no,cellular,9,jul,384,1,-1,0,unknown,management / secondary,no,0
BM13606,28,blue-collar,married,secondary,368,yes,no,cellular,9,jul,174,7,-1,0,unknown,blue-collar / secondary,no,0
BM13607,45,blue-collar,married,primary,942,no,yes,cellular,9,jul,295,1,-1,0,unknown,blue-collar / primary,no,0
BM13608,34,services,married,secondary,81,yes,yes,cellular,9,jul,90,1,-1,0,unknown,services / secondary,no,0
BM13609,26,blue-collar,married,secondary,1101,no,no,telephone,9,jul,206,1,-1,0,unknown,blue-collar / secondary,no,0
BM13610,36,management,married,tertiary,6404,yes,yes,telephone,9,jul,304,1,-1,0,unknown,management / tertiary,no,0
BM13611,32,blue-collar,divorced,secondary,0,no,no,telephone,9,jul,49,1,-1,0,unknown,blue-collar / secondary,no,0
BM13612,34,services,single,secondary,49,no,yes,cellular,9,jul,181,1,-1,0,unknown,services / secondary,no,0
BM13613,49,housemaid,married,primary,0,no,no,telephone,9,jul,106,1,-1,0,unknown,housemaid / primary,no,0
BM13614,34,technician,married,secondary,550,no,yes,cellular,9,jul,601,1,-1,0,unknown,technician / secondary,no,0
BM13615,59,entrepreneur,divorced,tertiary,-869,no,yes,cellular,9,jul,113,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13616,35,blue-collar,married,secondary,-258,yes,no,cellular,9,jul,219,1,-1,0,unknown,blue-collar / secondary,no,0
BM13617,29,management,single,tertiary,-223,no,yes,cellular,9,jul,208,1,-1,0,unknown,management / tertiary,no,0
BM13618,31,services,married,secondary,203,no,no,cellular,9,jul,359,1,-1,0,unknown,services / secondary,no,0
BM13619,51,blue-collar,married,unknown,1432,no,no,cellular,9,jul,388,1,-1,0,unknown,blue-collar / unknown,no,0
BM13620,37,admin.,single,secondary,0,no,no,cellular,9,jul,397,6,-1,0,unknown,admin. / secondary,no,0
BM13621,42,services,married,secondary,0,yes,no,cellular,9,jul,431,1,-1,0,unknown,services / secondary,no,0
BM13622,51,blue-collar,divorced,secondary,104,no,no,cellular,9,jul,71,1,-1,0,unknown,blue-collar / secondary,no,0
BM13623,30,blue-collar,married,secondary,1,no,yes,cellular,9,jul,347,1,-1,0,unknown,blue-collar / secondary,no,0
BM13624,43,technician,divorced,primary,13,no,yes,cellular,9,jul,977,4,-1,0,unknown,technician / primary,no,0
BM13625,49,unemployed,divorced,secondary,66,no,no,cellular,9,jul,218,3,-1,0,unknown,unemployed / secondary,no,0
BM13626,27,technician,single,secondary,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,technician / secondary,no,0
BM13627,45,technician,married,secondary,0,yes,yes,telephone,9,jul,74,1,-1,0,unknown,technician / secondary,no,0
BM13628,27,blue-collar,single,primary,0,no,yes,cellular,9,jul,240,2,-1,0,unknown,blue-collar / primary,no,0
BM13629,33,blue-collar,single,primary,0,no,no,telephone,9,jul,83,1,-1,0,unknown,blue-collar / primary,no,0
BM13630,35,technician,single,tertiary,364,no,yes,cellular,9,jul,247,3,-1,0,unknown,technician / tertiary,no,0
BM13631,52,blue-collar,divorced,primary,98,no,yes,telephone,9,jul,271,1,-1,0,unknown,blue-collar / primary,no,0
BM13632,50,admin.,married,primary,-75,no,yes,telephone,9,jul,233,7,-1,0,unknown,admin. / primary,no,0
BM13633,59,housemaid,married,primary,370,yes,no,cellular,9,jul,425,1,-1,0,unknown,housemaid / primary,no,0
BM13634,33,management,married,tertiary,437,yes,no,cellular,9,jul,293,1,-1,0,unknown,management / tertiary,no,0
BM13635,41,entrepreneur,married,secondary,1249,yes,no,cellular,9,jul,391,1,-1,0,unknown,entrepreneur / secondary,no,0
BM13636,47,self-employed,married,secondary,424,no,yes,cellular,9,jul,432,1,-1,0,unknown,self-employed / secondary,no,0
BM13637,46,blue-collar,married,secondary,6253,yes,no,cellular,9,jul,411,1,-1,0,unknown,blue-collar / secondary,no,0
BM13638,37,technician,married,tertiary,512,no,no,cellular,9,jul,61,4,-1,0,unknown,technician / tertiary,no,0
BM13639,26,technician,married,secondary,-119,no,yes,cellular,9,jul,359,5,-1,0,unknown,technician / secondary,yes,1
BM13640,32,admin.,married,tertiary,57,no,no,cellular,9,jul,530,2,-1,0,unknown,admin. / tertiary,no,0
BM13641,58,unemployed,married,primary,3884,no,no,unknown,9,jul,399,8,-1,0,unknown,unemployed / primary,no,0
BM13642,53,management,married,primary,-139,no,no,cellular,9,jul,328,3,-1,0,unknown,management / primary,no,0
BM13643,39,technician,married,secondary,1385,yes,yes,telephone,9,jul,446,1,-1,0,unknown,technician / secondary,no,0
BM13644,33,blue-collar,divorced,primary,636,yes,no,cellular,9,jul,211,11,-1,0,unknown,blue-collar / primary,no,0
BM13645,52,housemaid,married,primary,0,no,yes,cellular,9,jul,266,1,-1,0,unknown,housemaid / primary,no,0
BM13646,31,blue-collar,single,primary,-147,no,yes,cellular,9,jul,263,2,-1,0,unknown,blue-collar / primary,no,0
BM13647,26,blue-collar,married,secondary,818,no,no,cellular,9,jul,226,2,-1,0,unknown,blue-collar / secondary,no,0
BM13648,37,blue-collar,married,secondary,982,yes,no,cellular,9,jul,231,2,-1,0,unknown,blue-collar / secondary,no,0
BM13649,35,blue-collar,divorced,primary,13,no,yes,cellular,9,jul,364,1,-1,0,unknown,blue-collar / primary,no,0
BM13650,52,admin.,married,secondary,0,no,yes,telephone,9,jul,60,1,-1,0,unknown,admin. / secondary,no,0
BM13651,38,management,single,tertiary,633,no,no,cellular,9,jul,171,3,-1,0,unknown,management / tertiary,no,0
BM13652,50,management,married,tertiary,0,no,no,cellular,9,jul,243,5,-1,0,unknown,management / tertiary,no,0
BM13653,42,blue-collar,married,secondary,0,yes,no,unknown,9,jul,137,16,-1,0,unknown,blue-collar / secondary,no,0
BM13654,35,management,divorced,tertiary,153,no,no,cellular,9,jul,593,2,-1,0,unknown,management / tertiary,no,0
BM13655,58,housemaid,married,primary,0,yes,no,telephone,9,jul,148,1,-1,0,unknown,housemaid / primary,no,0
BM13656,52,retired,married,tertiary,350,no,yes,cellular,9,jul,156,1,-1,0,unknown,retired / tertiary,no,0
BM13657,56,management,married,tertiary,318,no,yes,telephone,9,jul,246,3,-1,0,unknown,management / tertiary,no,0
BM13658,31,blue-collar,married,primary,498,yes,yes,cellular,9,jul,445,2,-1,0,unknown,blue-collar / primary,no,0
BM13659,47,admin.,married,secondary,3434,yes,yes,telephone,9,jul,337,1,-1,0,unknown,admin. / secondary,no,0
BM13660,32,management,married,tertiary,794,yes,yes,cellular,9,jul,1014,1,-1,0,unknown,management / tertiary,yes,1
BM13661,47,blue-collar,single,secondary,-380,no,no,cellular,9,jul,399,17,-1,0,unknown,blue-collar / secondary,no,0
BM13662,32,admin.,single,secondary,-17,no,no,unknown,9,jul,85,5,-1,0,unknown,admin. / secondary,no,0
BM13663,47,services,married,secondary,0,yes,no,cellular,9,jul,173,1,-1,0,unknown,services / secondary,no,0
BM13664,60,retired,divorced,primary,1017,no,no,unknown,9,jul,10,20,-1,0,unknown,retired / primary,no,0
BM13665,35,housemaid,married,primary,0,no,yes,telephone,9,jul,17,1,-1,0,unknown,housemaid / primary,no,0
BM13666,47,technician,married,secondary,-3,no,yes,unknown,9,jul,197,1,-1,0,unknown,technician / secondary,no,0
BM13667,33,blue-collar,married,primary,-191,yes,yes,cellular,9,jul,1290,4,-1,0,unknown,blue-collar / primary,yes,1
BM13668,60,unknown,married,tertiary,2450,no,no,unknown,9,jul,297,5,-1,0,unknown,unknown / tertiary,no,0
BM13669,51,services,divorced,secondary,234,no,no,cellular,9,jul,281,3,-1,0,unknown,services / secondary,no,0
BM13670,31,management,single,tertiary,409,no,yes,cellular,9,jul,564,5,-1,0,unknown,management / tertiary,yes,1
BM13671,41,blue-collar,single,primary,74,no,no,unknown,9,jul,193,4,-1,0,unknown,blue-collar / primary,no,0
BM13672,37,admin.,single,tertiary,224,yes,no,cellular,9,jul,128,2,-1,0,unknown,admin. / tertiary,no,0
BM13673,48,blue-collar,married,primary,51,no,yes,telephone,9,jul,76,1,-1,0,unknown,blue-collar / primary,no,0
BM13674,36,blue-collar,married,primary,0,no,no,telephone,9,jul,39,1,-1,0,unknown,blue-collar / primary,no,0
BM13675,44,entrepreneur,married,tertiary,0,yes,no,unknown,9,jul,300,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13676,51,blue-collar,married,unknown,41,yes,no,telephone,9,jul,16,43,-1,0,unknown,blue-collar / unknown,no,0
BM13677,41,blue-collar,married,unknown,2113,yes,no,telephone,9,jul,20,5,-1,0,unknown,blue-collar / unknown,no,0
BM13678,49,technician,married,secondary,313,no,no,cellular,9,jul,115,2,-1,0,unknown,technician / secondary,no,0
BM13679,32,entrepreneur,married,unknown,73,yes,no,cellular,9,jul,175,1,-1,0,unknown,entrepreneur / unknown,no,0
BM13680,32,housemaid,married,primary,0,yes,no,cellular,9,jul,90,1,-1,0,unknown,housemaid / primary,no,0
BM13681,40,admin.,married,secondary,2621,no,yes,cellular,9,jul,607,4,-1,0,unknown,admin. / secondary,no,0
BM13682,56,management,single,secondary,237,yes,no,telephone,9,jul,236,4,-1,0,unknown,management / secondary,no,0
BM13683,29,management,single,tertiary,0,yes,no,cellular,9,jul,150,1,-1,0,unknown,management / tertiary,no,0
BM13684,50,services,married,secondary,1683,no,no,telephone,9,jul,56,1,-1,0,unknown,services / secondary,no,0
BM13685,27,blue-collar,single,secondary,228,no,no,cellular,9,jul,799,6,-1,0,unknown,blue-collar / secondary,no,0
BM13686,29,admin.,single,secondary,1,no,no,telephone,9,jul,372,1,-1,0,unknown,admin. / secondary,no,0
BM13687,49,blue-collar,married,primary,3,no,yes,cellular,9,jul,1439,6,-1,0,unknown,blue-collar / primary,yes,1
BM13688,38,blue-collar,divorced,secondary,-2093,yes,yes,unknown,9,jul,120,3,-1,0,unknown,blue-collar / secondary,no,0
BM13689,25,management,single,tertiary,710,no,no,unknown,9,jul,119,1,-1,0,unknown,management / tertiary,no,0
BM13690,39,blue-collar,married,primary,1742,no,no,unknown,9,jul,130,6,-1,0,unknown,blue-collar / primary,no,0
BM13691,27,unemployed,single,primary,9,no,yes,cellular,9,jul,919,2,-1,0,unknown,unemployed / primary,yes,1
BM13692,33,blue-collar,married,primary,2,yes,yes,cellular,9,jul,227,1,-1,0,unknown,blue-collar / primary,no,0
BM13693,42,management,married,tertiary,199,yes,no,cellular,9,jul,497,1,-1,0,unknown,management / tertiary,no,0
BM13694,56,self-employed,married,secondary,800,no,yes,cellular,9,jul,170,1,-1,0,unknown,self-employed / secondary,no,0
BM13695,56,management,married,secondary,1560,yes,no,cellular,9,jul,89,1,-1,0,unknown,management / secondary,no,0
BM13696,36,admin.,divorced,primary,227,no,no,cellular,9,jul,185,1,-1,0,unknown,admin. / primary,no,0
BM13697,42,housemaid,married,tertiary,-560,yes,yes,cellular,9,jul,630,4,-1,0,unknown,housemaid / tertiary,no,0
BM13698,28,self-employed,married,tertiary,0,yes,no,unknown,9,jul,139,1,-1,0,unknown,self-employed / tertiary,no,0
BM13699,42,technician,married,secondary,2030,yes,yes,cellular,9,jul,196,1,-1,0,unknown,technician / secondary,no,0
BM13700,50,admin.,married,secondary,858,no,no,cellular,9,jul,41,12,-1,0,unknown,admin. / secondary,no,0
